template_id,pattern,pattern_nomal,sample_log,version,is_active,semantic_info,advise,created_at,updated_at,source
1087,^TopView   mode [-+]?(?:\d+.\d*|.\d+|\d+)x3[-+]?(?:\d+.\d*|.\d+|\d+) typ [-+]?(?:\d+.\d*|.\d+|\d+) sec  [-+]?(?:\d+.\d*|.\d+|\d+) ci [-+]?(?:\d+.\d*|.\d+|\d+)/[-+]?(?:\d+.\d*|.\d+|\d+)/[-+]?(?:\d+.\d*|.\d+|\d+) hyprxy \([-+]?(?:\d+.\d*|.\d+|\d+) \| [-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+) \| [-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+)\)(?:\([-+]?(?:\d+.\d*|.\d+|\d+) \| [-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+) \| [-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+)\)){4}\(tid:[-+]?(?:\d+.\d*|.\d+|\d+)\)$,^TopView   mode NUMNUMx3NUMNUM typ NUMNUM sec  NUMNUM ci NUMNUM/NUMNUM/NUMNUM hyprxy \(NUMNUM \| NUMNUM NUMNUM NUMNUM \| NUMNUM NUMNUM\)(?:\(NUMNUM \| NUMNUM NUMNUM NUMNUM \| NUMNUM NUMNUM\)){4}\(tid:NUMNUM\)$,TopView   mode NUMNUMx3NUMNUM typ NUMNUM sec  NUMNUM ci NUMNUM/NUMNUM/NUMNUM hyprxy (NUMNUM | NUMNUM NUMNUM NUMNUM | NUMNUM NUMNUM)(NUMNUM | NUMNUM NUMNUM NUMNUM | NUMNUM NUMNUM)(NUMNUM | NUMNUM NUMNUM NUMNUM | NUMNUM NUMNUM)(NUMNUM | NUMNUM NUMNUM NUMNUM | NUMNUM NUMNUM)(NUMNUM | NUMNUM NUMNUM NUMNUM | NUMNUM NUMNUM)(tid:NUMNUM),1,1,TopView 模块的详细配置与状态信息,,2025/12/6 17:06,2025/12/6 17:06,langchain
1067,"^TopologyPP: ManType: [-+]?(?:\d+.\d*|.\d+|\d+)\(G:[-+]?(?:\d+.\d*|.\d+|\d+) ,L:[-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\), OptDriS:\[[-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\], PesDriS:\[[-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\], dist2Inter: [-+]?(?:\d+.\d*|.\d+|\d+)\([-+]?(?:\d+.\d*|.\d+|\d+)\)\[[-+]?(?:\d+.\d*|.\d+|\d+)\], dist2RoutePt: [-+]?(?:\d+.\d*|.\d+|\d+)\([-+]?(?:\d+.\d*|.\d+|\d+)\)\[[-+]?(?:\d+.\d*|.\d+|\d+)\], ReachProb:\[[-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\]$","^TopologyPP: ManType: NUMNUM\(G:NUMNUM ,L:NUMNUM, NUMNUM, NUMNUM\), OptDriS:\[NUMNUM, NUMNUM, NUMNUM\], PesDriS:\[NUMNUM, NUMNUM, NUMNUM\], dist2Inter: NUMNUM\(NUMNUM\)\[NUMNUM\], dist2RoutePt: NUMNUM\(NUMNUM\)\[NUMNUM\], ReachProb:\[NUMNUM, NUMNUM, NUMNUM\]$","TopologyPP: ManType: NUMNUM(G:NUMNUM ,L:NUMNUM, NUMNUM, NUMNUM), OptDriS:[NUMNUM, NUMNUM, NUMNUM], PesDriS:[NUMNUM, NUMNUM, NUMNUM], dist2Inter: NUMNUM(NUMNUM)[NUMNUM], dist2RoutePt: NUMNUM(NUMNUM)[NUMNUM], ReachProb:[NUMNUM, NUMNUM, NUMNUM]",1,1,拓扑规划过程中的详细参数与状态信息,,2025/12/6 17:05,2025/12/6 17:05,langchain
2582,"^topic_num [-+]?(?:\d+.\d*|.\d+|\d+), cur_idx [-+]?(?:\d+.\d*|.\d+|\d+), pubsub_addr [-+]?(?:\d+.\d*|.\d+|\d+)$","^topic_num NUMNUM, cur_idx NUMNUM, pubsub_addr NUMNUM$","topic_num NUMNUM, cur_idx NUMNUM, pubsub_addr NUMNUM",1,1,主题数量、索引及地址信息,,2025/12/6 18:21,2025/12/6 18:21,langchain
2590,"^topic_info_notify_trigger! topic .*, topic type service$","^topic_info_notify_trigger! topic .*, topic type service$","topic_info_notify_trigger! topic /data_export/service/status/v1, topic type service",1,1,服务类主题信息通知触发,,2025/12/6 18:21,2025/12/6 18:21,langchain
2580,"^topic: \[.*\], size: [-+]?(?:\d+.\d*|.\d+|\d+)$","^topic: \[.*\], size: NUMNUM$","topic: [/gateway/diagnostic/v1], size: NUMNUM",1,1,通信主题消息大小信息,,2025/12/6 18:21,2025/12/6 18:21,langchain
1049,^Toll info: [-+]?(?:\d+.\d*|.\d+|\d+)$,^Toll info: NUMNUM$,Toll info: NUMNUM,1,1,记录通行费信息,,2025/12/6 17:05,2025/12/6 17:05,langchain
2581,^tmp refline: kNormal-[-+]?(?:\d+.\d*|.\d+|\d+) is from route: [-+]?(?:\d+.\d*|.\d+|\d+)$,^tmp refline: kNormal-NUMNUM is from route: NUMNUM$,tmp refline: kNormal-NUMNUM is from route: NUMNUM,1,1,临时参考线来源信息,,2025/12/6 18:21,2025/12/6 18:21,langchain
1016,^TLRKernel Traffic Light Num \| PreFusion Resize:[-+]?(?:\d+.\d*|.\d+|\d+)$,^TLRKernel Traffic Light Num \| PreFusion Resize:NUMNUM$,TLRKernel Traffic Light Num | PreFusion Resize:NUMNUM,1,1,交通灯数量及预处理尺寸信息,,2025/12/6 17:03,2025/12/6 17:03,langchain
1021,"^TLRKernel no sdmap intersection point, perception intersection point:[-+]?(?:\d+.\d*|.\d+|\d+)$","^TLRKernel no sdmap intersection point, perception intersection point:NUMNUM$","TLRKernel no sdmap intersection point, perception intersection point:NUMNUM",1,1,未在地图中找到交叉点，但感知到交叉点,检查高精地图数据与车辆定位的匹配度,2025/12/6 17:03,2025/12/6 17:03,langchain
1028,^TLRKernel frame #[-+]?(?:\d+.\d*|.\d+|\d+)\[[-+]?(?:\d+.\d*|.\d+|\d+)\] Fusion Result \| .*$,^TLRKernel frame #NUMNUM\[NUMNUM\] Fusion Result \| .*$,"TLRKernel frame #NUMNUM[NUMNUM] Fusion Result | fused_light_id:NUMNUM NUMNUM NUMNUM NUMNUM, countdown:NUMNUM NUMNUM NUMNUM NUMNUM ~ NUMNUM NUMNUM NUMNUM NUMNUM, color:NUMNUM NUMNUM NUMNUM NUMNUM, fused_color:NUMNUM(NUMNUM NUMNUM) NUMNUM(NUMNUM NUMNUM) NUMNUM(NUMNUM NUMNUM) NUMNUM(NUMNUM NUMNUM), far_stop_line:NUMNUM",1,1,交通灯识别模块融合结果详情,,2025/12/6 17:03,2025/12/6 17:03,langchain
1015,"^TLRKernel === frame [-+]?(?:\d+.\d*|.\d+|\d+), sensortime [-+]?(?:\d+.\d*|.\d+|\d+) ===$","^TLRKernel === frame NUMNUM, sensortime NUMNUM ===$","TLRKernel === frame NUMNUM, sensortime NUMNUM ===",1,1,交通灯识别模块处理新帧开始,,2025/12/6 17:03,2025/12/6 17:03,langchain
1036,"^TLRKernel \[new\]focus light id:(?:[-+]?(?:\d+.\d*|.\d+|\d+),)+(?:[-+]?(?:\d+.\d*|.\d+|\d+))$","^TLRKernel \[new\]focus light id:(?:NUMNUM,)+(?:NUMNUM)$","TLRKernel [new]focus light id:NUMNUM,NUMNUM,NUMNUM,NUMNUM",1,1,交通灯识别模块关注的信号灯ID列表,,2025/12/6 17:04,2025/12/6 17:04,langchain
1020,"^TLRKernel \[frame [-+]?(?:\d+.\d*|.\d+|\d+)\] special_status, current:[-+]?(?:\d+.\d*|.\d+|\d+), fused:[-+]?(?:\d+.\d*|.\d+|\d+)$","^TLRKernel \[frame NUMNUM\] special_status, current:NUMNUM, fused:NUMNUM$","TLRKernel [frame NUMNUM] special_status, current:NUMNUM, fused:NUMNUM",1,1,交通灯模块特殊状态报告,,2025/12/6 17:03,2025/12/6 17:03,langchain
1023,"^TLRKernel \[frame [-+]?(?:\d+.\d*|.\d+|\d+)\] nearest_valid_intersection:\([-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\)\([-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\)$","^TLRKernel \[frame NUMNUM\] nearest_valid_intersection:\(NUMNUM, NUMNUM\)\(NUMNUM, NUMNUM\)$","TLRKernel [frame NUMNUM] nearest_valid_intersection:(NUMNUM, NUMNUM)(NUMNUM, NUMNUM)",1,1,最近有效交叉点坐标信息,,2025/12/6 17:03,2025/12/6 17:03,langchain
2587,"^tl:[-+]?(?:\d+.\d*|.\d+|\d+),color:[-+]?(?:\d+.\d*|.\d+|\d+),sl:[-+]?(?:\d+.\d*|.\d+|\d+),dis:[-+]?(?:\d+.\d*|.\d+|\d+),int:[-+]?(?:\d+.\d*|.\d+|\d+),cd:[-+]?(?:\d+.\d*|.\d+|\d+),tt:[-+]?(?:\d+.\d*|.\d+|\d+)$","^tl:NUMNUM,color:NUMNUM,sl:NUMNUM,dis:NUMNUM,int:NUMNUM,cd:NUMNUM,tt:NUMNUM$","tl:NUMNUM,color:NUMNUM,sl:NUMNUM,dis:NUMNUM,int:NUMNUM,cd:NUMNUM,tt:NUMNUM",1,1,交通灯状态信息,,2025/12/6 18:21,2025/12/6 18:21,langchain
2579,^timer_debug [-+]?(?:\d+.\d*|.\d+|\d+): occ receive [-+]?(?:\d+.\d*|.\d+|\d+)$,^timer_debug NUMNUM: occ receive NUMNUM$,timer_debug NUMNUM: occ receive NUMNUM,1,1,占用栅格接收计时调试信息,,2025/12/6 18:21,2025/12/6 18:21,langchain
2593,"^timer_debug [-+]?(?:\d+.\d*|.\d+|\d+): occ preprocess [-+]?(?:\d+.\d*|.\d+|\d+), intersec [-+]?(?:\d+.\d*|.\d+|\d+), divert [-+]?(?:\d+.\d*|.\d+|\d+), island [-+]?(?:\d+.\d*|.\d+|\d+)$","^timer_debug NUMNUM: occ preprocess NUMNUM, intersec NUMNUM, divert NUMNUM, island NUMNUM$","timer_debug NUMNUM: occ preprocess NUMNUM, intersec NUMNUM, divert NUMNUM, island NUMNUM",1,1,占用栅格预处理计时及各元素数量信息,,2025/12/6 18:21,2025/12/6 18:21,langchain
2585,"^timer_debug [-+]?(?:\d+.\d*|.\d+|\d+): occ border preprocess [-+]?(?:\d+.\d*|.\d+|\d+), border size [-+]?(?:\d+.\d*|.\d+|\d+)$","^timer_debug NUMNUM: occ border preprocess NUMNUM, border size NUMNUM$","timer_debug NUMNUM: occ border preprocess NUMNUM, border size NUMNUM",1,1,占用栅格边界预处理计时调试信息,,2025/12/6 18:21,2025/12/6 18:21,langchain
2588,"^timer_debug [-+]?(?:\d+.\d*|.\d+|\d+): lane preprocess [-+]?(?:\d+.\d*|.\d+|\d+), obs num [-+]?(?:\d+.\d*|.\d+|\d+), island num [-+]?(?:\d+.\d*|.\d+|\d+)$","^timer_debug NUMNUM: lane preprocess NUMNUM, obs num NUMNUM, island num NUMNUM$","timer_debug NUMNUM: lane preprocess NUMNUM, obs num NUMNUM, island num NUMNUM",1,1,车道预处理计时及障碍物、区域数量信息,,2025/12/6 18:21,2025/12/6 18:21,langchain
2608,^timer_debug [-+]?(?:\d+.\d*|.\d+|\d+): .*$,^timer_debug NUMNUM: .*$,"timer_debug NUMNUM: lane mapper NUMNUM, lane match NUMNUM, count NUMNUM",1,1,各模块处理耗时调试信息,,2025/12/6 18:23,2025/12/6 18:23,langchain
2594,"^timer num has [-+]?(?:\d+.\d*|.\d+|\d+) enablecount [-+]?(?:\d+.\d*|.\d+|\d+) ,in [-+]?(?:\d+.\d*|.\d+|\d+) ,cur send [-+]?(?:\d+.\d*|.\d+|\d+) send count all [-+]?(?:\d+.\d*|.\d+|\d+)$","^timer num has NUMNUM enablecount NUMNUM ,in NUMNUM ,cur send NUMNUM send count all NUMNUM$","timer num has NUMNUM enablecount NUMNUM ,in NUMNUM ,cur send NUMNUM send count all NUMNUM",1,1,计时器状态及发送计数统计,,2025/12/6 18:21,2025/12/6 18:21,langchain
2892,"^timer num has [-+]?(?:\d+.\d*|.\d+|\d+) enablecount [-+]?(?:\d+.\d*|.\d+|\d+) ,in [-+]?(?:\d+.\d*|.\d+|\d+)  ,cur send [-+]?(?:\d+.\d*|.\d+|\d+) send count all  [-+]?(?:\d+.\d*|.\d+|\d+)$","^timer num has NUMNUM enablecount NUMNUM ,in NUMNUM  ,cur send NUMNUM send count all  NUMNUM$","timer num has NUMNUM enablecount NUMNUM ,in NUMNUM  ,cur send NUMNUM send count all  NUMNUM",1,1,定时器计数与发送统计信息,,2025/12/7 8:20,2025/12/7 8:20,langchain
2601,"^timeout Drop normalMsg sum\(new\): [-+]?(?:\d+.\d*|.\d+|\d+) ,sum\(old\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Drop exceptionMsg sum: [-+]?(?:\d+.\d*|.\d+|\d+) Cbk Delay Avg\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Max\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Min\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,history Avg\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Max\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Min\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) Msg Drop Rate: nan Hz Msg Handling Rate: inf Hz Msg Waiting Avg\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Max\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Min\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) dcos msg delay Avg\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Max\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Min\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) daci Waiting Avg\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Max\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Min\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) NodeInputEntry topic: .*, Msg type: Dcos, FetchPolicy: LatestPolicy bufferName: .* ,curr bufferLen: [-+]?(?:\d+.\d*|.\d+|\d+) ,timeMin\(us\): [-+]?(?:\d+.\d*|.\d+|\d+) bufferLenLastTime: [-+]?(?:\d+.\d*|.\d+|\d+) ,HistoryBufferLenMax: [-+]?(?:\d+.\d*|.\d+|\d+) ,bufferMaxLen\(us\): [-+]?(?:\d+.\d*|.\d+|\d+) Push NormalMsg Rate: inf Hz, ExceptionMsg Rate: inf Hz Push fail Drop NormalMsgs sum: [-+]?(?:\d+.\d*|.\d+|\d+) ,rallback Drop NormalMsgs sum: [-+]?(?:\d+.\d*|.\d+|\d+) Push succ normalMsg sum: [-+]?(?:\d+.\d*|.\d+|\d+) ,exceptionMsg sum: [-+]?(?:\d+.\d*|.\d+|\d+) Pop exceptionMsg sum: [-+]?(?:\d+.\d*|.\d+|\d+) Loss frames of pushing msg: [-+]?(?:\d+.\d*|.\d+|\d+)$","^timeout Drop normalMsg sum\(new\): NUMNUM ,sum\(old\): NUMNUM ,Drop exceptionMsg sum: NUMNUM Cbk Delay Avg\(ms\): NUMNUM ,Max\(ms\): NUMNUM ,Min\(ms\): NUMNUM ,history Avg\(ms\): NUMNUM ,Max\(ms\): NUMNUM ,Min\(ms\): NUMNUM Msg Drop Rate: nan Hz Msg Handling Rate: inf Hz Msg Waiting Avg\(ms\): NUMNUM ,Max\(ms\): NUMNUM ,Min\(ms\): NUMNUM dcos msg delay Avg\(ms\): NUMNUM ,Max\(ms\): NUMNUM ,Min\(ms\): NUMNUM daci Waiting Avg\(ms\): NUMNUM ,Max\(ms\): NUMNUM ,Min\(ms\): NUMNUM NodeInputEntry topic: .*, Msg type: Dcos, FetchPolicy: LatestPolicy bufferName: .* ,curr bufferLen: NUMNUM ,timeMin\(us\): NUMNUM bufferLenLastTime: NUMNUM ,HistoryBufferLenMax: NUMNUM ,bufferMaxLen\(us\): NUMNUM Push NormalMsg Rate: inf Hz, ExceptionMsg Rate: inf Hz Push fail Drop NormalMsgs sum: NUMNUM ,rallback Drop NormalMsgs sum: NUMNUM Push succ normalMsg sum: NUMNUM ,exceptionMsg sum: NUMNUM Pop exceptionMsg sum: NUMNUM Loss frames of pushing msg: NUMNUM$","timeout Drop normalMsg sum(new): NUMNUM ,sum(old): NUMNUM ,Drop exceptionMsg sum: NUMNUM Cbk Delay Avg(ms): NUMNUM ,Max(ms): NUMNUM ,Min(ms): NUMNUM ,history Avg(ms): NUMNUM ,Max(ms): NUMNUM ,Min(ms): NUMNUM Msg Drop Rate: nan Hz Msg Handling Rate: inf Hz Msg Waiting Avg(ms): NUMNUM ,Max(ms): NUMNUM ,Min(ms): NUMNUM dcos msg delay Avg(ms): NUMNUM ,Max(ms): NUMNUM ,Min(ms): NUMNUM daci Waiting Avg(ms): NUMNUM ,Max(ms): NUMNUM ,Min(ms): NUMNUM NodeInputEntry topic: /per/nn_feature/image1NUMNUM_view1/descriptor_features, Msg type: Dcos, FetchPolicy: LatestPolicy bufferName: /per/nn_feature/image1NUMNUM_view1/descriptor_features ,curr bufferLen: NUMNUM ,timeMin(us): NUMNUM bufferLenLastTime: NUMNUM ,HistoryBufferLenMax: NUMNUM ,bufferMaxLen(us): NUMNUM Push NormalMsg Rate: inf Hz, ExceptionMsg Rate: inf Hz Push fail Drop NormalMsgs sum: NUMNUM ,rallback Drop NormalMsgs sum: NUMNUM Push succ normalMsg sum: NUMNUM ,exceptionMsg sum: NUMNUM Pop exceptionMsg sum: NUMNUM Loss frames of pushing msg: NUMNUM",1,1,包含详细节点和缓冲区信息的消息超时及丢弃统计,检查对应节点的消息处理性能和缓冲区配置,2025/12/6 18:21,2025/12/6 18:21,langchain
2620,"^timeout Drop normalMsg sum\(new\): [-+]?(?:\d+.\d*|.\d+|\d+) ,sum\(old\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Drop exceptionMsg sum: [-+]?(?:\d+.\d*|.\d+|\d+) Cbk Delay Avg\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Max\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Min\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,history Avg\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Max\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Min\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) Msg Drop Rate: .* Hz Msg Handling Rate: .* Hz Msg Waiting Avg\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Max\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Min\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) dcos msg delay Avg\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Max\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Min\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) daci Waiting Avg\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Max\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+) ,Min\(ms\): [-+]?(?:\d+.\d*|.\d+|\d+).*$","^timeout Drop normalMsg sum\(new\): NUMNUM ,sum\(old\): NUMNUM ,Drop exceptionMsg sum: NUMNUM Cbk Delay Avg\(ms\): NUMNUM ,Max\(ms\): NUMNUM ,Min\(ms\): NUMNUM ,history Avg\(ms\): NUMNUM ,Max\(ms\): NUMNUM ,Min\(ms\): NUMNUM Msg Drop Rate: .* Hz Msg Handling Rate: .* Hz Msg Waiting Avg\(ms\): NUMNUM ,Max\(ms\): NUMNUM ,Min\(ms\): NUMNUM dcos msg delay Avg\(ms\): NUMNUM ,Max\(ms\): NUMNUM ,Min\(ms\): NUMNUM daci Waiting Avg\(ms\): NUMNUM ,Max\(ms\): NUMNUM ,Min\(ms\): NUMNUM.*$","timeout Drop normalMsg sum(new): NUMNUM ,sum(old): NUMNUM ,Drop exceptionMsg sum: NUMNUM Cbk Delay Avg(ms): NUMNUM ,Max(ms): NUMNUM ,Min(ms): NUMNUM ,history Avg(ms): NUMNUM ,Max(ms): NUMNUM ,Min(ms): NUMNUM Msg Drop Rate: nan Hz Msg Handling Rate: inf Hz Msg Waiting Avg(ms): NUMNUM ,Max(ms): NUMNUM ,Min(ms): NUMNUM dcos msg delay Avg(ms): NUMNUM ,Max(ms): NUMNUM ,Min(ms): NUMNUM daci Waiting Avg(ms): NUMNUM ,Max(ms): NUMNUM ,Min(ms): NUMNUM",1,1,消息超时丢弃与延迟统计信息,检查系统负载与消息处理逻辑，优化回调函数效率,2025/12/6 18:23,2025/12/6 18:23,langchain
2584,"^time=[-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+) pnp_goal: \([-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+)\), send_lc_num: [-+]?(?:\d+.\d*|.\d+|\d+)$","^time=NUMNUM NUMNUM pnp_goal: \(NUMNUM NUMNUM\), send_lc_num: NUMNUM$","time=NUMNUM NUMNUM pnp_goal: (NUMNUM NUMNUM), send_lc_num: NUMNUM",1,1,PnP目标点及变道指令发送数量信息,,2025/12/6 18:21,2025/12/6 18:21,langchain
2597,"^time:[-+]?(?:\d+.\d*|.\d+|\d+), wheel_angle:[-+]?(?:\d+.\d*|.\d+|\d+), wheel_base:[-+]?(?:\d+.\d*|.\d+|\d+), diff_cur:[-+]?(?:\d+.\d*|.\d+|\d+), c_cur:[-+]?(?:\d+.\d*|.\d+|\d+), v_cur:[-+]?(?:\d+.\d*|.\d+|\d+), lat_ost:[-+]?(?:\d+.\d*|.\d+|\d+), cur_ost:[-+]?(?:\d+.\d*|.\d+|\d+), fnl_ost:[-+]?(?:\d+.\d*|.\d+|\d+)$","^time:NUMNUM, wheel_angle:NUMNUM, wheel_base:NUMNUM, diff_cur:NUMNUM, c_cur:NUMNUM, v_cur:NUMNUM, lat_ost:NUMNUM, cur_ost:NUMNUM, fnl_ost:NUMNUM$","time:NUMNUM, wheel_angle:NUMNUM, wheel_base:NUMNUM, diff_cur:NUMNUM, c_cur:NUMNUM, v_cur:NUMNUM, lat_ost:NUMNUM, cur_ost:NUMNUM, fnl_ost:NUMNUM",1,1,方向盘角度及车辆横向控制相关状态量,,2025/12/6 18:21,2025/12/6 18:21,langchain
2612,"^time: [-+]?(?:\d+.\d*|.\d+|\d+), type: [-+]?(?:\d+.\d*|.\d+|\d+), SCP degradation reason: preprocess failed, scp not enable!$","^time: NUMNUM, type: NUMNUM, SCP degradation reason: preprocess failed, scp not enable!$","time:NUMNUM, type: NUMNUM, SCP degradation reason: preprocess failed, scp not enable!",1,1,SCP模块因预处理失败而降级,检查SCP模块的预处理流程与输入数据有效性,2025/12/6 18:23,2025/12/6 18:23,langchain
2596,"^time:[-+]?(?:\d+.\d*|.\d+|\d+), Degradation: [-+]?(?:\d+.\d*|.\d+|\d+), DMEB degradation reason: pre-launch failed, ego velocity [-+]?(?:\d+.\d*|.\d+|\d+) not satisfy, threshold: \([-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\)!$","^time:NUMNUM, Degradation: NUMNUM, DMEB degradation reason: pre-launch failed, ego velocity NUMNUM not satisfy, threshold: \(NUMNUM, NUMNUM\)!$","time:NUMNUM, Degradation: NUMNUM, DMEB degradation reason: pre-launch failed, ego velocity NUMNUM not satisfy, threshold: (NUMNUM, NUMNUM)!",1,1,DMEB模块因自车速度不满足阈值而降级,检查自车速度传感器数据及速度阈值配置,2025/12/6 18:21,2025/12/6 18:21,langchain
2583,"^time: [-+]?(?:\d+.\d*|.\d+|\d+), size: [-+]?(?:\d+.\d*|.\d+|\d+), max k: [-+]?(?:\d+.\d*|.\d+|\d+), is_turn: [-+]?(?:\d+.\d*|.\d+|\d+)$","^time: NUMNUM, size: NUMNUM, max k: NUMNUM, is_turn: NUMNUM$","time: NUMNUM, size: NUMNUM, max k: NUMNUM, is_turn: NUMNUM",1,1,包含时间、大小、最大k值和转向状态的日志,,2025/12/6 18:21,2025/12/6 18:21,langchain
2589,"^time: [-+]?(?:\d+.\d*|.\d+|\d+), receive_t: [-+]?(?:\d+.\d*|.\d+|\d+), as_t: [-+]?(?:\d+.\d*|.\d+|\d+), publish_inner: [-+]?(?:\d+.\d*|.\d+|\d+), total: [-+]?(?:\d+.\d*|.\d+|\d+)$","^time: NUMNUM, receive_t: NUMNUM, as_t: NUMNUM, publish_inner: NUMNUM, total: NUMNUM$","time: NUMNUM, receive_t: NUMNUM, as_t: NUMNUM, publish_inner: NUMNUM, total: NUMNUM",1,1,模块内部处理各环节耗时统计,,2025/12/6 18:21,2025/12/6 18:21,langchain
2555,"^time: [-+]?(?:\d+.\d*|.\d+|\d+), LAS_command: \([-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\), dist2border: \([-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\), user_intention_flag: \([-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\)$","^time: NUMNUM, LAS_command: \(NUMNUM, NUMNUM, NUMNUM\), dist2border: \(NUMNUM, NUMNUM\), user_intention_flag: \(NUMNUM, NUMNUM\)$","time: NUMNUM, LAS_command: (NUMNUM, NUMNUM, NUMNUM), dist2border: (NUMNUM, NUMNUM), user_intention_flag: (NUMNUM, NUMNUM)",1,1,LAS 指令及用户意图信息,,2025/12/6 18:18,2025/12/6 18:18,langchain
2595,"^time: [-+]?(?:\d+.\d*|.\d+|\d+), gs_time: [-+]?(?:\d+.\d*|.\d+|\d+), origin size: [-+]?(?:\d+.\d*|.\d+|\d+)[-+]?(?:\d+.\d*|.\d+|\d+), selected_size: [-+]?(?:\d+.\d*|.\d+|\d+)[-+]?(?:\d+.\d*|.\d+|\d+), source: [-+]?(?:\d+.\d*|.\d+|\d+), occ_polygon_size: [-+]?(?:\d+.\d*|.\d+|\d+)$","^time: NUMNUM, gs_time: NUMNUM, origin size: NUMNUMNUMNUM, selected_size: NUMNUMNUMNUM, source: NUMNUM, occ_polygon_size: NUMNUM$","time: NUMNUM, gs_time: NUMNUM, origin size: NUMNUMNUMNUM, selected_size: NUMNUMNUMNUM, source: NUMNUM, occ_polygon_size: NUMNUM",1,1,地面筛选模块处理结果统计,,2025/12/6 18:21,2025/12/6 18:21,langchain
